record_id,source_key,system,cation,anion,solvent,temperature_K,temperature_uncertainty_K,pressure_kPa,pressure_uncertainty_kPa,solute_mole_fraction,composition_basis,density_g_cm3,density_standard_deviation_g_cm3,uncertainty_value,uncertainty_unit,uncertainty_type,measurement_role,lifecycle_status,source_locator
DHA-PRO-29800-005,Dhage2026,ethanolammonium propionate + water,ethanolammonium,propionate,water,298,0.4,,,0.4062,mole fraction of ionic liquid in binary mixture,1.1107,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-PRO-29800-006,Dhage2026,ethanolammonium propionate + water,ethanolammonium,propionate,water,298,0.4,,,0.4975,mole fraction of ionic liquid in binary mixture,1.1131,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-PRO-29800-007,Dhage2026,ethanolammonium propionate + water,ethanolammonium,propionate,water,298,0.4,,,0.6040,mole fraction of ionic liquid in binary mixture,1.1142,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-PRO-29800-008,Dhage2026,ethanolammonium propionate + water,ethanolammonium,propionate,water,298,0.4,,,0.7039,mole fraction of ionic liquid in binary mixture,1.1136,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-PRO-29800-009,Dhage2026,ethanolammonium propionate + water,ethanolammonium,propionate,water,298,0.4,,,0.8028,mole fraction of ionic liquid in binary mixture,1.1143,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-PRO-29800-010,Dhage2026,ethanolammonium propionate + water,ethanolammonium,propionate,water,298,0.4,,,0.9085,mole fraction of ionic liquid in binary mixture,1.1128,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-PRO-29800-011,Dhage2026,ethanolammonium propionate + water,ethanolammonium,propionate,water,298,0.4,,,1,mole fraction of ionic liquid in binary mixture,1.1127,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-BUT-29800-001,Dhage2026,ethanolammonium butanoate + water,ethanolammonium,butanoate,water,298,0.4,,,0,mole fraction of ionic liquid in binary mixture,0.9971,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-BUT-29800-002,Dhage2026,ethanolammonium butanoate + water,ethanolammonium,butanoate,water,298,0.4,,,0.0940,mole fraction of ionic liquid in binary mixture,1.0597,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-BUT-29800-003,Dhage2026,ethanolammonium butanoate + water,ethanolammonium,butanoate,water,298,0.4,,,0.1929,mole fraction of ionic liquid in binary mixture,1.0749,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-BUT-29800-004,Dhage2026,ethanolammonium butanoate + water,ethanolammonium,butanoate,water,298,0.4,,,0.2919,mole fraction of ionic liquid in binary mixture,1.0792,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-BUT-29800-005,Dhage2026,ethanolammonium butanoate + water,ethanolammonium,butanoate,water,298,0.4,,,0.3907,mole fraction of ionic liquid in binary mixture,1.0799,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-BUT-29800-006,Dhage2026,ethanolammonium butanoate + water,ethanolammonium,butanoate,water,298,0.4,,,0.4907,mole fraction of ionic liquid in binary mixture,1.0802,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-BUT-29800-007,Dhage2026,ethanolammonium butanoate + water,ethanolammonium,butanoate,water,298,0.4,,,0.5947,mole fraction of ionic liquid in binary mixture,1.0792,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-BUT-29800-008,Dhage2026,ethanolammonium butanoate + water,ethanolammonium,butanoate,water,298,0.4,,,0.6919,mole fraction of ionic liquid in binary mixture,1.0782,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-BUT-29800-009,Dhage2026,ethanolammonium butanoate + water,ethanolammonium,butanoate,water,298,0.4,,,0.7978,mole fraction of ionic liquid in binary mixture,1.0770,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-BUT-29800-010,Dhage2026,ethanolammonium butanoate + water,ethanolammonium,butanoate,water,298,0.4,,,0.8965,mole fraction of ionic liquid in binary mixture,1.0751,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-BUT-29800-011,Dhage2026,ethanolammonium butanoate + water,ethanolammonium,butanoate,water,298,0.4,,,1,mole fraction of ionic liquid in binary mixture,1.0739,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-PEN-29800-001,Dhage2026,ethanolammonium pentanoate + water,ethanolammonium,pentanoate,water,298,0.4,,,0,mole fraction of ionic liquid in binary mixture,0.9971,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-PEN-29800-002,Dhage2026,ethanolammonium pentanoate + water,ethanolammonium,pentanoate,water,298,0.4,,,0.1022,mole fraction of ionic liquid in binary mixture,1.0497,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-PEN-29800-003,Dhage2026,ethanolammonium pentanoate + water,ethanolammonium,pentanoate,water,298,0.4,,,0.1973,mole fraction of ionic liquid in binary mixture,1.0545,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-PEN-29800-004,Dhage2026,ethanolammonium pentanoate + water,ethanolammonium,pentanoate,water,298,0.4,,,0.3016,mole fraction of ionic liquid in binary mixture,1.0551,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-PEN-29800-005,Dhage2026,ethanolammonium pentanoate + water,ethanolammonium,pentanoate,water,298,0.4,,,0.3977,mole fraction of ionic liquid in binary mixture,1.0541,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-PEN-29800-006,Dhage2026,ethanolammonium pentanoate + water,ethanolammonium,pentanoate,water,298,0.4,,,0.5020,mole fraction of ionic liquid in binary mixture,1.0523,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-PEN-29800-007,Dhage2026,ethanolammonium pentanoate + water,ethanolammonium,pentanoate,water,298,0.4,,,0.5893,mole fraction of ionic liquid in binary mixture,1.0510,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-PEN-29800-008,Dhage2026,ethanolammonium pentanoate + water,ethanolammonium,pentanoate,water,298,0.4,,,0.6998,mole fraction of ionic liquid in binary mixture,1.0492,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-PEN-29800-009,Dhage2026,ethanolammonium pentanoate + water,ethanolammonium,pentanoate,water,298,0.4,,,0.8042,mole fraction of ionic liquid in binary mixture,1.0476,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-PEN-29800-010,Dhage2026,ethanolammonium pentanoate + water,ethanolammonium,pentanoate,water,298,0.4,,,0.8985,mole fraction of ionic liquid in binary mixture,1.0458,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
DHA-PEN-29800-011,Dhage2026,ethanolammonium pentanoate + water,ethanolammonium,pentanoate,water,298,0.4,,,1,mole fraction of ionic liquid in binary mixture,1.0434,,0.0005,g/cm^3,reported_combined_absolute,analog,canonical_eligible,Table 3 p. 18171
