temperature_C,MEA_weight_fraction,CO2_loading,success,message,attempts,CO2,MEA,H2O,MEAH^+,MEACOO^-,HCO3^-,CO3^2-,H3O^+,OH^-,sum_minus_one,model_carbon_balance,physical_carbon_balance,mea_balance,water_balance,charge_balance,logK_residual_1,logK_residual_2,logK_residual_3,logK_residual_4,logK_residual_5
40.0,0.3,0.2562,True,solved (warm-start),1,1.1601612281e-07,0.053686622196,0.86216876311,0.028233169623,0.027188693524,0.00048946590057,0.00027531850426,1.5934286866e-12,4.3731918024e-06,-0.02795347793265135,0.0009789318012935373,1.535403748587072e-13,8.967548925653546e-13,2.7711166694643907e-12,-2.989657132967949e-13,-6.982926625909158e-05,0.0003884434763641309,-8.023090707354186e-07,-1.9754786576342553e-05,-2.720416949131277e-05
40.0,0.3,0.27293999999999996,True,solved (warm-start),1,1.5098367275e-07,0.050011801719,0.86052873014,0.030004239868,0.028893523046,0.00055731436791,0.00027478817314,1.8143486476e-12,3.826109035e-06,-0.029725625591427773,0.0011146287360447697,2.247681207823149e-13,6.045164369083977e-14,4.092726157978177e-12,5.893445453875046e-13,-6.810292265413409e-05,0.0004070782892959812,-1.1236554087190598e-06,-2.213122880156959e-05,-3.0767869130698955e-05
40.0,0.3,0.28968,True,solved (warm-start),1,1.9689988245e-07,0.046360523606,0.85888448928,0.031768822512,0.030582021807,0.00063512337973,0.0002741669737,2.0683817626e-12,3.3433794945e-06,-0.031491312160124685,0.001270246759748999,2.8899799220383215e-13,3.018973959711957e-13,-8.960610031749638e-13,4.438810430329454e-13,-6.921687506178387e-05,0.0004383313635791808,-1.5605236534099731e-06,-2.532582460901267e-05,-3.557724562952558e-05
40.0,0.3,0.30641999999999997,True,solved (warm-start),1,2.5788744188e-07,0.042735065747,0.85723369175,0.033526932558,0.032251892971,0.00072522652821,0.00027344917825,2.3634640578e-12,2.9147046215e-06,-0.03325056867311316,0.0014504530560395454,-3.804526138573294e-13,-8.82738326879462e-13,-3.0836444508963723e-12,3.19674842153006e-14,-7.328420055330298e-05,0.00048485068658621344,-2.175516375046982e-06,-2.9613635277314643e-05,-4.2088848339005835e-05
40.0,0.3,0.32315999999999995,True,solved (warm-start),1,3.4003127373e-07,0.039138471828,0.85557322859,0.0352785797,0.033900079237,0.00083072090433,0.00027262380513,2.7101970828e-12,2.5319511156e-06,-0.03500342395044054,0.0016614418091438002,4.838004996621237e-13,6.192962809237201e-13,2.8774760352234807e-12,4.593547764386585e-15,-8.081796617886994e-05,0.0005510510923407708,-3.0702485602773777e-06,-3.5400079402947426e-05,-5.0993339293370354e-05
40.0,0.3,0.3399,True,solved (warm-start),1,4.5254540145e-07,0.035574879238,0.85389890743,0.037023765341,0.035522437929,0.00095579216702,0.00027167330273,3.1230195386e-12,2.1886424068e-06,-0.036749903401318784,0.0019115843344522723,4.1227438130064797e-13,2.7806923430517827e-13,1.8783863353633024e-12,2.362207651707138e-13,-9.28399227149157e-05,0.0006438903529861761,-4.4142947146497136e-06,-4.3284212114080844e-05,-6.334819630993138e-05
40.0,0.3,0.35663999999999996,True,solved (warm-start),1,6.0979053817e-07,0.032050019116,0.85220495939,0.03876247797,0.037113245556,0.0011062102034,0.00027057130598,3.6220197361e-12,1.8796022692e-06,-0.038490027062190624,0.0022124204069618666,1.6186357809644392e-13,6.649958361748531e-13,-4.016009746976579e-12,-7.181755190543981e-15,-0.00011111498798044295,0.0007741708987829554,-6.500030359291031e-06,-5.415032032107803e-05,-8.079630481461209e-05
40.0,0.3,0.37337999999999993,True,solved (warm-start),1,8.3488702505e-07,0.028571994151,0.85048327263,0.040494685677,0.038664427508,0.0012900994605,0.000269279002,4.2358040443e-12,1.6007091394e-06,-0.04022380597109976,0.002580198920665043,-3.3496122542331364e-13,1.9929891070802341e-13,7.354117315117037e-13,-4.0359382502686003e-13,-0.00013857544653461673,0.0009586387759057402,-9.846306397776061e-06,-6.928925590266033e-05,-0.00010591981582663834
40.0,0.3,0.39011999999999997,True,solved (warm-start),1,1.1664300122e-06,0.025152508157,0.84872218235,0.042220323489,0.040164341138,0.0015191549382,0.00026773934003,5.0061332185e-12,1.3487374832e-06,-0.04195123541526846,0.0030383098766118694,2.118721864619033e-13,-1.0252909632413321e-13,-1.070921129553426e-12,2.629355067007566e-13,-0.00018004309192320989,0.00122318384885034,-1.5399330479226592e-05,-9.051403170978745e-05,-0.00014279181387166773
40.0,0.3,0.40685999999999994,True,solved (warm-start),1,1.6714517999e-06,0.021808824451,0.84690454755,0.043939271213,0.041595839544,0.0018105745664,0.00026586791616,5.9955328268e-12,1.1212755795e-06,-0.04367228202606499,0.00362114913321792,4.1792264093842846e-13,1.2521927938990984e-13,-1.0381695503269839e-12,6.960265697131263e-13,-0.00024337432301990702,0.001607101257910415,-2.4912836458668153e-05,-0.00012011369931919091,-0.00019773998953453997
