observation_id,data_family,source_key,source_file,source_row_id,observed_quantity,temperature_K,mea_mass_fraction,co2_loading_mol_per_mol_mea,composition_value,composition_basis,value_reported,reported_unit,uncertainty_value,uncertainty_unit,uncertainty_type,measurement_role,source_lifecycle_status,contract_lifecycle_status,objective_role,target_eligible,group_id
Bottinger2008_state_002|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,2,HCO3-,293.15,0.2,0.267,,mole_fraction,,,,,not_reported,direct_zero,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_002|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,2,CO3^2-,293.15,0.2,0.267,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_002|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,2,H3O+,293.15,0.2,0.267,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_002|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,2,OH-,293.15,0.2,0.267,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_002|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,2,MEA + MEAH+,293.15,0.2,0.267,,mole_fraction,,,,,not_reported,aggregate_direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_003|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,3,CO2,293.15,0.2,0.332,,mole_fraction,,,,,not_reported,direct_zero,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_003|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,3,MEA,293.15,0.2,0.332,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_003|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,3,MEAH+,293.15,0.2,0.332,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_003|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,3,MEACOO-,293.15,0.2,0.332,,mole_fraction,,,,,not_reported,direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_003|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,3,HCO3-,293.15,0.2,0.332,,mole_fraction,,,,,not_reported,direct_zero,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_003|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,3,CO3^2-,293.15,0.2,0.332,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_003|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,3,H3O+,293.15,0.2,0.332,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_003|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,3,OH-,293.15,0.2,0.332,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_003|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,3,MEA + MEAH+,293.15,0.2,0.332,,mole_fraction,,,,,not_reported,aggregate_direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_004|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,4,CO2,293.15,0.2,0.474,,mole_fraction,,,,,not_reported,direct_zero,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_004|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,4,MEA,293.15,0.2,0.474,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_004|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,4,MEAH+,293.15,0.2,0.474,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_004|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,4,MEACOO-,293.15,0.2,0.474,,mole_fraction,,,,,not_reported,direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_004|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,4,HCO3-,293.15,0.2,0.474,,mole_fraction,,,,,not_reported,direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_004|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,4,CO3^2-,293.15,0.2,0.474,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_004|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,4,H3O+,293.15,0.2,0.474,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_004|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,4,OH-,293.15,0.2,0.474,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_004|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,4,MEA + MEAH+,293.15,0.2,0.474,,mole_fraction,,,,,not_reported,aggregate_direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_005|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,5,CO2,293.15,0.2,0.542,,mole_fraction,,,,,not_reported,direct_zero,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_005|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,5,MEA,293.15,0.2,0.542,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_005|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,5,MEAH+,293.15,0.2,0.542,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_005|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,5,MEACOO-,293.15,0.2,0.542,,mole_fraction,,,,,not_reported,direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_005|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,5,HCO3-,293.15,0.2,0.542,,mole_fraction,,,,,not_reported,direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_005|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,5,CO3^2-,293.15,0.2,0.542,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_005|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,5,H3O+,293.15,0.2,0.542,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_005|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,5,OH-,293.15,0.2,0.542,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_005|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,5,MEA + MEAH+,293.15,0.2,0.542,,mole_fraction,,,,,not_reported,aggregate_direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_006|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,6,CO2,293.15,0.2,0.756,,mole_fraction,,,,,not_reported,direct_zero,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_006|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,6,MEA,293.15,0.2,0.756,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_006|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,6,MEAH+,293.15,0.2,0.756,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_006|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,6,MEACOO-,293.15,0.2,0.756,,mole_fraction,,,,,not_reported,direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_006|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,6,HCO3-,293.15,0.2,0.756,,mole_fraction,,,,,not_reported,direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_006|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,6,CO3^2-,293.15,0.2,0.756,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_006|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,6,H3O+,293.15,0.2,0.756,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_006|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,6,OH-,293.15,0.2,0.756,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_006|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,6,MEA + MEAH+,293.15,0.2,0.756,,mole_fraction,,,,,not_reported,aggregate_direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_007|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,7,CO2,293.15,0.2,0.89,,mole_fraction,,,,,not_reported,direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_007|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,7,MEA,293.15,0.2,0.89,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_007|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,7,MEAH+,293.15,0.2,0.89,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_007|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,7,MEACOO-,293.15,0.2,0.89,,mole_fraction,,,,,not_reported,direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_007|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,7,HCO3-,293.15,0.2,0.89,,mole_fraction,,,,,not_reported,direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_007|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,7,CO3^2-,293.15,0.2,0.89,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_007|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,7,H3O+,293.15,0.2,0.89,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_007|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,7,OH-,293.15,0.2,0.89,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_007|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,7,MEA + MEAH+,293.15,0.2,0.89,,mole_fraction,,,,,not_reported,aggregate_direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_008|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,8,CO2,293.15,0.2,1.074,,mole_fraction,,,,,not_reported,direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_008|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,8,MEA,293.15,0.2,1.074,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_008|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,8,MEAH+,293.15,0.2,1.074,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_008|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,8,MEACOO-,293.15,0.2,1.074,,mole_fraction,,,,,not_reported,direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_008|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,8,HCO3-,293.15,0.2,1.074,,mole_fraction,,,,,not_reported,direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_008|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,8,CO3^2-,293.15,0.2,1.074,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_008|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,8,H3O+,293.15,0.2,1.074,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_008|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,8,OH-,293.15,0.2,1.074,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_008|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,8,MEA + MEAH+,293.15,0.2,1.074,,mole_fraction,,,,,not_reported,aggregate_direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=20
Bottinger2008_state_009|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,9,CO2,313.15,0.2,0.099,,mole_fraction,,,,,not_reported,direct_zero,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_009|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,9,MEA,313.15,0.2,0.099,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_009|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,9,MEAH+,313.15,0.2,0.099,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_009|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,9,MEACOO-,313.15,0.2,0.099,,mole_fraction,,,,,not_reported,direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_009|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,9,HCO3-,313.15,0.2,0.099,,mole_fraction,,,,,not_reported,direct_zero,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_009|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,9,CO3^2-,313.15,0.2,0.099,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_009|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,9,H3O+,313.15,0.2,0.099,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_009|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,9,OH-,313.15,0.2,0.099,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_009|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,9,MEA + MEAH+,313.15,0.2,0.099,,mole_fraction,,,,,not_reported,aggregate_direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_010|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,10,CO2,313.15,0.2,0.197,,mole_fraction,,,,,not_reported,direct_zero,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_010|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,10,MEA,313.15,0.2,0.197,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_010|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,10,MEAH+,313.15,0.2,0.197,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_010|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,10,MEACOO-,313.15,0.2,0.197,,mole_fraction,,,,,not_reported,direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_010|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,10,HCO3-,313.15,0.2,0.197,,mole_fraction,,,,,not_reported,direct_zero,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_010|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,10,CO3^2-,313.15,0.2,0.197,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_010|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,10,H3O+,313.15,0.2,0.197,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_010|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,10,OH-,313.15,0.2,0.197,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_010|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,10,MEA + MEAH+,313.15,0.2,0.197,,mole_fraction,,,,,not_reported,aggregate_direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_011|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,11,CO2,313.15,0.2,0.282,,mole_fraction,,,,,not_reported,direct_zero,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_011|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,11,MEA,313.15,0.2,0.282,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_011|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,11,MEAH+,313.15,0.2,0.282,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_011|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,11,MEACOO-,313.15,0.2,0.282,,mole_fraction,,,,,not_reported,direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_011|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,11,HCO3-,313.15,0.2,0.282,,mole_fraction,,,,,not_reported,direct_zero,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_011|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,11,CO3^2-,313.15,0.2,0.282,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_011|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,11,H3O+,313.15,0.2,0.282,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_011|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,11,OH-,313.15,0.2,0.282,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_011|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,11,MEA + MEAH+,313.15,0.2,0.282,,mole_fraction,,,,,not_reported,aggregate_direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_012|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,12,CO2,313.15,0.2,0.437,,mole_fraction,,,,,not_reported,direct_zero,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_012|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,12,MEA,313.15,0.2,0.437,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_012|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,12,MEAH+,313.15,0.2,0.437,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_012|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,12,MEACOO-,313.15,0.2,0.437,,mole_fraction,,,,,not_reported,direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_012|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,12,HCO3-,313.15,0.2,0.437,,mole_fraction,,,,,not_reported,direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_012|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,12,CO3^2-,313.15,0.2,0.437,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_012|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,12,H3O+,313.15,0.2,0.437,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_012|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,12,OH-,313.15,0.2,0.437,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_012|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,12,MEA + MEAH+,313.15,0.2,0.437,,mole_fraction,,,,,not_reported,aggregate_direct_positive,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_013|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,13,CO2,313.15,0.2,0.509,,mole_fraction,,,,,not_reported,direct_zero,validation_reserved,validation_reserved,held_out,no,Bottinger2008|w=0.2|T=40
Bottinger2008_state_013|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,13,MEA,313.15,0.2,0.509,,,,,,,not_reported,balance_inferred,validation_reserved,validation_reserved,inferred_not_independent,no,Bottinger2008|w=0.2|T=40
